TTSBinIdx	DataRowID	TCIDIdx	TTSRef
5907625	11891	15402	chr3
5909016	9743	12719	chr3
5918075	9747	12723	chr3
5919867	9749	12725	chr3
5922834	11907	15421	chr3
5922838	9749	12725	chr3
5924297	9752	12729	chr3
5925036	9755	12732	chr3
5925701	11913	15428	chr3
5925703	11913	15428	chr3
5927785	9758	12736	chr3
5928782	9760	12738	chr3
5928784	9760	12738	chr3
5931624	11917	15433	chr3
5934895	11923	15441	chr3
5936821	11925	15443	chr3
5937307	9763	12741	chr3
5938460	11927	15446	chr3
5938556	11929	15448	chr3
5938935	9766	12746	chr3
5939969	9767	12748	chr3
5940184	9767	12748	chr3
5946039	9769	12750	chr3
5975356	9775	12757	chr3
5980379	11946	15468	chr3
5995462	9786	12770	chr3
5996918	9788	12773	chr3
6002600	11964	15488	chr3
6003915	11968	15492	chr3
6004714	9797	12783	chr3
6007585	11978	15507	chr3
6009917	9804	12794	chr3
6011227	11983	15513	chr3
6012870	11985	15515	chr3
6014854	11990	15520	chr3
6015065	11991	15521	chr3
6032407	9818	12813	chr3
6032411	9818	12813	chr3
6037642	12005	15541	chr3
6038436	9830	12829	chr3
6041478	9840	12844	chr3
6041676	9842	12847	chr3
6041681	9842	12847	chr3
6042552	9844	12850	chr3
6043022	12008	15545	chr3
6045020	9847	12854	chr3
6046685	12014	15551	chr3
6047305	12015	15553	chr3
6048100	12019	15557	chr3
6050148	12025	15564	chr3
6051440	12027	15567	chr3
6051598	9855	12864	chr3
6051886	12023	15562	chr3
6053814	9857	12866	chr3
6056104	12035	15576	chr3
6056841	12043	15584	chr3
6057013	9863	12875	chr3
6058655	9863	12875	chr3
6059159	9865	12878	chr3
6060077	9867	12880	chr3
6060664	9867	12880	chr3
6061168	9871	12886	chr3
6062255	12057	15599	chr3
6063479	12064	15609	chr3
6064065	12068	15615	chr3
6064629	9873	12892	chr3
6065525	12071	15618	chr3
6067931	12071	15618	chr3
6067938	12071	15618	chr3
6069282	12071	15618	chr3
6072403	12071	15618	chr3
6073162	12071	15618	chr3
6077922	9886	12907	chr3
6086144	12092	15642	chr3
6112037	12107	15662	chr3
6113150	9912	12936	chr3
6113425	9914	12938	chr3
6114098	12109	15666	chr3
6116326	12111	15670	chr3
6116378	9919	12947	chr3
6116674	9921	12949	chr3
6117285	12113	15672	chr3
6117486	9922	12950	chr3
6117667	9923	12951	chr3
6118295	12114	15673	chr3
6118463	12116	15675	chr3
6118719	9926	12954	chr3
6119494	9929	12957	chr3
6119516	9929	12957	chr3
6122633	12118	15677	chr3
6124132	12122	15681	chr3
6125182	13154	16978	chr3
6128515	4465	5876	chr3
6129116	9945	12976	chr3
6137149	12138	15705	chr3
6137622	9950	12983	chr3
6138298	12143	15710	chr3
6139187	12146	15713	chr3
6140632	9956	12991	chr3
6141912	12151	15720	chr3
6142243	9958	12994	chr3
6142467	9958	12994	chr3
6143526	9961	12997	chr3
6143532	9961	12997	chr3
6144941	9962	12998	chr3
6145531	9964	13000	chr3
6145849	12155	15727	chr3
6146838	12158	15730	chr3
6147332	12161	15733	chr3
6147336	12161	15733	chr3
6147465	9967	13005	chr3
6147846	9967	13005	chr3
6148497	9970	13008	chr3
6149640	9973	13011	chr3
6151450	12165	15738	chr3
6151622	12165	15738	chr3
6151967	12165	15738	chr3
6152359	9977	13016	chr3
6153708	9979	13018	chr3
6155852	12166	15740	chr3
6156174	12166	15740	chr3
6157540	12169	15743	chr3
6157896	12171	15745	chr3
6160532	12171	15745	chr3
6161303	12174	15749	chr3
6162636	9989	13028	chr3
6167536	9994	13034	chr3
6168993	10000	13041	chr3
6170562	12182	15765	chr3
6171036	12188	15772	chr3
6172249	12189	15773	chr3
6173803	12194	15779	chr3
6173817	12194	15779	chr3
6175442	12196	15781	chr3
6176891	12199	15784	chr3
6177644	12201	15787	chr3
6181059	12207	15794	chr3
6182257	12211	15798	chr3
6182532	12211	15798	chr3
6182704	12211	15798	chr3
6183497	12216	15803	chr3
6183501	12216	15803	chr3
6185263	12220	15807	chr3
6186448	12222	15812	chr3
6186867	12224	15815	chr3
6188240	12228	15820	chr3
6188731	10014	13061	chr3
6191575	10016	13064	chr3
6197597	12233	15826	chr3
6197672	10027	13078	chr3
6197981	10029	13080	chr3
6198418	10031	13082	chr3
6199918	12235	15828	chr3
6199921	12235	15828	chr3
6200920	10033	13084	chr3
6202927	12239	15833	chr3
6203224	10036	13088	chr3
6206361	12247	15843	chr3
6206568	12249	15845	chr3
6206574	12249	15845	chr3
6206621	12249	15845	chr3
6207450	12250	15846	chr3
6208198	12251	15847	chr3
6208950	10039	13094	chr3
6210484	10043	13098	chr3
6211705	10047	13103	chr3
6212297	10050	13106	chr3
6212907	12260	15858	chr3
6213301	12261	15859	chr3
6213529	12262	15860	chr3
6214185	10051	13107	chr3
6214477	10054	13110	chr3
6214479	10054	13110	chr3
6214852	12263	15861	chr3
6215975	12268	15867	chr3
6216090	10060	13116	chr3
6216091	12271	15870	chr3
6216975	10066	13124	chr3
6217121	10068	13126	chr3
6217756	12274	15874	chr3
6220495	12277	15880	chr3
6220625	12277	15880	chr3
6221432	10072	13131	chr3
6225144	10084	13150	chr3
6229157	12283	15887	chr3
6230194	10087	13153	chr3
6230629	10087	13153	chr3
6230630	10087	13153	chr3
6230633	10087	13153	chr3
6231957	10093	13160	chr3
6235506	10097	13167	chr3
6235507	10097	13167	chr3
6236719	12287	15894	chr3
6242039	12289	15896	chr3
6244863	10103	13173	chr3
6245866	10105	13177	chr3
6247661	10108	13181	chr3
6247690	10108	13181	chr3
6248233	10109	13183	chr3
6248292	10109	13183	chr3
6248914	12294	15905	chr3
6252072	10113	13187	chr3
6255688	10118	13193	chr3
6257425	10121	13198	chr3
6257434	10121	13198	chr3
6258308	12300	15914	chr3
6259150	10123	13202	chr3
6259529	10133	13213	chr3
6260987	12307	15922	chr3
6261990	12308	15923	chr3
6264196	12311	15928	chr3
6265435	12313	15930	chr3
6266549	12318	15936	chr3
6266551	10136	13216	chr3
6268199	12320	15938	chr3
6269641	10138	13219	chr3
6281346	10150	13238	chr3
6281916	10150	13238	chr3
6283634	12330	15949	chr3
6283647	12330	15949	chr3
6289879	10161	13252	chr3
6290311	10164	13255	chr3
6290994	10164	13255	chr3
6291268	10166	13257	chr3
6299332	10172	13263	chr3
6301677	10177	13269	chr3
6301791	10177	13269	chr3
6302824	12338	15960	chr3
6302845	12338	15960	chr3
6303013	12341	15963	chr3
6303438	12342	15964	chr3
6303562	10181	13273	chr3
6304988	12343	15965	chr3
6305165	10187	13279	chr3
6305176	10187	13279	chr3
6305177	10187	13279	chr3
6305180	10187	13279	chr3
6306035	10190	13282	chr3
6307632	12345	15968	chr3
6307776	10194	13286	chr3
6307780	10194	13286	chr3
6308765	12349	15972	chr3
6309283	12349	15972	chr3
6311160	12352	15975	chr3
6315129	10202	13294	chr3
6315586	12356	15979	chr3
6316454	12359	15982	chr3
6317087	12360	15983	chr3
6318469	12361	15984	chr3
6321041	11050	14383	chr3
6328469	10215	13311	chr3
6331107	10218	13316	chr3
6332208	10219	13318	chr3
6334007	10220	13320	chr3
6336560	10228	13329	chr3
6339071	10231	13333	chr3
6339471	10232	13334	chr3
6340455	10235	13337	chr3
6341693	12378	16006	chr3
6341976	12378	16006	chr3
6343184	12378	16006	chr3
6343945	12382	16012	chr3
6346169	12384	16014	chr3
6347477	12388	16019	chr3
6347653	10241	13344	chr3
6347923	10241	13344	chr3
6348258	10241	13344	chr3
6348933	10245	13348	chr3
6350581	12391	16022	chr3
6351322	12393	16024	chr3
6352887	10254	13357	chr3
6360174	12395	16027	chr3
6361407	10263	13367	chr3
6361422	10263	13367	chr3
6383293	12404	16040	chr3
6384187	12407	16043	chr3
6384190	12407	16043	chr3
6386371	12409	16045	chr3
6386638	12409	16045	chr3
6387127	12410	16046	chr3
6395721	12412	16048	chr3
6395734	12412	16048	chr3
6395746	12412	16048	chr3
6395772	10268	13376	chr3
6408657	10271	13383	chr3
6408980	10271	13383	chr3
6409956	10273	13385	chr3
6410331	10276	13388	chr3
6411592	10279	13391	chr3
6412544	12416	16052	chr3
6415013	12420	16057	chr3
6415016	12420	16057	chr3
6415456	12422	16059	chr3
6416424	10285	13398	chr3
6418259	12424	16061	chr3
6418711	12424	16061	chr3
6419203	12428	16065	chr3
6419805	10289	13402	chr3
6421388	12431	16069	chr3
6425768	10292	13406	chr3
6427145	12433	16072	chr3
6427711	10295	13413	chr3
6428718	12436	16075	chr3
6429313	12438	16077	chr3
6431121	12442	16081	chr3
6431408	12442	16081	chr3
6433710	12446	16085	chr3
6434847	12449	16089	chr3
6435086	12450	16091	chr3
6435526	12450	16091	chr3
6436086	12453	16094	chr3
6436265	12453	16094	chr3
6439018	10300	13425	chr3
6439819	10303	13428	chr3
6440415	10305	13430	chr3
6444359	10307	13432	chr3
6444672	10307	13432	chr3
6445088	12458	16100	chr3
6450028	10311	13438	chr3
6453301	10315	13443	chr3
6462888	10319	13447	chr3
6462892	10319	13447	chr3
6464923	12466	16111	chr3
6472475	10325	13453	chr3
6472478	10325	13453	chr3
6472480	10325	13453	chr3
6472481	10325	13453	chr3
6479741	12476	16123	chr3
6480223	12479	16126	chr3
6480384	10332	13460	chr3
6482884	10334	13462	chr3
6483108	10334	13462	chr3
6484588	10334	13462	chr3
6487230	12486	16136	chr3
6488423	10337	13466	chr3
6488428	10337	13466	chr3
6488445	10337	13466	chr3
6489941	10340	13470	chr3
6489942	10340	13470	chr3
6493285	12488	16138	chr3
6496046	10344	13478	chr3
6496675	12490	16140	chr3
6496712	12490	16140	chr3
6496715	12490	16140	chr3
6502740	12501	16152	chr3
6502779	10355	13491	chr3
6507390	10359	13497	chr3
6508124	10362	13501	chr3
6508405	12506	16159	chr3
6509698	10365	13506	chr3
6512371	10370	13511	chr3
6514411	10370	13511	chr3
6521567	10379	13523	chr3
6525516	12524	16180	chr3
6525674	12524	16180	chr3
6525684	10382	13526	chr3
6526177	12524	16180	chr3
6527334	12528	16184	chr3
6528450	10387	13532	chr3
6529240	10389	13534	chr3
6532727	12535	16193	chr3
6532732	12535	16193	chr3
6533891	10396	13543	chr3
6572463	12544	16206	chr3
6573645	12547	16210	chr3
6580053	12548	16211	chr3
6595481	12554	16218	chr3
6596420	12556	16221	chr3
6598213	12557	16222	chr3
6599026	12559	16225	chr3
6599027	12559	16225	chr3
6599035	10418	13569	chr3
6599036	10418	13569	chr3
6602635	12564	16230	chr3
6613141	12569	16235	chr3
6613145	12569	16235	chr3
6613156	12569	16235	chr3
6619377	12575	16244	chr3
6619409	10432	13586	chr3
6619421	10432	13586	chr3
6619806	12576	16245	chr3
6620377	12577	16246	chr3
6620795	10433	13588	chr3
6622058	10438	13595	chr3
6623496	12580	16250	chr3
6623903	10441	13598	chr3
6625255	10444	13601	chr3
6625275	10444	13601	chr3
6625867	10446	13603	chr3
6625891	10446	13603	chr3
6630765	12588	16265	chr3
6631948	12591	16268	chr3
6636282	12592	16269	chr3
6639783	12595	16272	chr3
6642075	10455	13618	chr3
6642084	10455	13618	chr3
6646163	12597	16274	chr3
6646913	12599	16276	chr3
6648791	12601	16279	chr3
6649185	10464	13629	chr3
6653091	12603	16281	chr3
6655663	10469	13636	chr3
6670272	10482	13652	chr3
6693651	12605	16285	chr3
6707043	10503	13681	chr3
6707267	10503	13681	chr3
6712397	12616	16299	chr3
6713164	10507	13686	chr3
6714349	10507	13686	chr3
6714916	10510	13689	chr3
6715155	10511	13690	chr3
6716194	12620	16305	chr3
6717308	10513	13693	chr3
6717726	10515	13695	chr3
6718210	10518	13698	chr3
6721421	12624	16310	chr3
6722049	12624	16310	chr3
6727700	10521	13705	chr3
6728473	10521	13705	chr3
6730803	10524	13709	chr3
6731574	12637	16326	chr3
6731576	12637	16326	chr3
6738798	10529	13714	chr3
6751484	12650	16340	chr3
6752674	12651	16341	chr3
6753307	12652	16342	chr3
6755959	12653	16343	chr3
6757235	12656	16348	chr3
6758035	10550	13745	chr3
6758657	10553	13749	chr3
6760527	12660	16353	chr3
6761858	12663	16356	chr3
6761994	10559	13755	chr3
6761996	10559	13755	chr3
6762007	10559	13755	chr3
6762209	10561	13757	chr3
6763029	10564	13762	chr3
6763233	10568	13766	chr3
6763427	10573	13771	chr3
6763539	10576	13774	chr3
6764168	12666	16361	chr3
6764174	12666	16361	chr3
6764175	10582	13780	chr3
6764293	12668	16363	chr3
6764438	10582	13780	chr3
6764671	10585	13786	chr3
6764823	10588	13789	chr3
6764882	10588	13789	chr3
6765038	10592	13795	chr3
6765053	10592	13795	chr3
6765295	12670	16365	chr3
6765312	10595	13798	chr3
6765460	12672	16368	chr3
6765479	10597	13800	chr3
6767296	10602	13805	chr3
6768799	12676	16373	chr3
6769800	10607	13811	chr3
6774219	12679	16377	chr3
6776669	12684	16382	chr3
6777204	12686	16384	chr3
6777541	10624	13829	chr3
6781060	12692	16392	chr3
6782770	12696	16396	chr3
6785301	12701	16401	chr3
6787122	12702	16403	chr3
6787352	12703	16404	chr3
6787384	12703	16404	chr3
6787385	10638	13849	chr3
6787809	10641	13852	chr3
6788082	10644	13855	chr3
6788338	10645	13856	chr3
6788851	10647	13858	chr3
6790105	10653	13866	chr3
6790984	10654	13867	chr3
6791897	10654	13867	chr3
6793073	12707	16409	chr3
6793653	10659	13873	chr3
6794599	12708	16411	chr3
6795362	10662	13876	chr3
6798383	12709	16413	chr3
6798704	12710	16414	chr3
6799027	12711	16415	chr3
6799043	12711	16415	chr3
6799136	12711	16415	chr3
6803217	10669	13886	chr3
6803808	10669	13886	chr3
6803932	10669	13886	chr3
6813398	10686	13904	chr3
6817993	10693	13911	chr3
6819575	10693	13911	chr3
6822890	12730	16440	chr3
6822903	12730	16440	chr3
6824903	12737	16447	chr3
6825557	10700	13919	chr3
6826177	12739	16449	chr3
6826819	10705	13924	chr3
6833804	10710	13932	chr3
6834984	12742	16454	chr3
6845769	12749	16461	chr3
6848954	12749	16461	chr3
6850860	12753	16465	chr3
6854090	10725	13954	chr3
6857610	10730	13959	chr3
6863040	10739	13973	chr3
6865221	12770	16491	chr3
6865405	12772	16493	chr3
6865700	12773	16495	chr3
6866390	12775	16497	chr3
6868042	12779	16502	chr3
6868433	12781	16505	chr3
6868567	10748	13985	chr3
6874419	12785	16511	chr3
6876139	12789	16518	chr3
6877611	4707	6202	chr3
6878978	10755	13996	chr3
6879011	10755	13996	chr3
6879889	12793	16523	chr3
6880725	12799	16531	chr3
6880859	12799	16531	chr3
6882590	12805	16537	chr3
6882591	12805	16537	chr3
6883884	12808	16542	chr3
6884646	12811	16546	chr3
6885153	12815	16550	chr3
6886094	12818	16554	chr3
6886807	12821	16557	chr3
6887455	12822	16559	chr3
6888167	10775	14021	chr3
6888892	12825	16562	chr3
6888893	10777	14023	chr3
6889168	10778	14024	chr3
6891195	12830	16568	chr3
6891458	12831	16570	chr3
6892067	12833	16572	chr3
6893611	12837	16576	chr3
6894755	12837	16576	chr3
6897329	12845	16587	chr3
6897502	12845	16587	chr3
6899138	12849	16591	chr3
6899265	10791	14039	chr3
6899266	12849	16591	chr3
6899267	10791	14039	chr3
6899682	10792	14041	chr3
6901268	12857	16599	chr3
6901271	10795	14045	chr3
6901369	12857	16599	chr3
6901371	10797	14047	chr3
6905258	12861	16607	chr4
6907625	172	221	chr4
6909655	12871	16622	chr4
6909660	172	221	chr4
6910919	12875	16627	chr4
6911195	12875	16627	chr4
6911555	178	228	chr4
6911721	12878	16632	chr4
6912925	183	234	chr4
6913987	185	237	chr4
6913988	12887	16645	chr4
6914399	190	242	chr4
6914597	195	248	chr4
6914782	12890	16649	chr4
6914783	12890	16649	chr4
6914788	12890	16649	chr4
6915799	198	251	chr4
6916392	201	256	chr4
6916395	201	256	chr4
6916753	201	256	chr4
6917562	12899	16661	chr4
6918579	12904	16668	chr4
6921583	220	279	chr4
6921585	220	279	chr4
6921866	221	280	chr4
6921956	223	282	chr4
6921958	12912	16679	chr4
6923457	12919	16690	chr4
6923671	12919	16690	chr4
6924835	233	298	chr4
6925338	12925	16698	chr4
6927035	238	305	chr4
6927164	242	309	chr4
6927363	244	311	chr4
6928392	246	313	chr4
6928929	246	313	chr4
6930997	12938	16715	chr4
6932303	252	320	chr4
6932307	252	320	chr4
6933181	12949	16729	chr4
6934085	258	326	chr4
6934091	258	326	chr4
6934377	260	328	chr4
6934379	12952	16732	chr4
6935490	12955	16735	chr4
6939163	12972	16755	chr4
6940068	271	343	chr4
6942408	12979	16765	chr4
6947012	283	360	chr4
6947225	285	364	chr4
6947643	287	366	chr4
6948605	12986	16774	chr4
6950163	291	370	chr4
6953339	12993	16781	chr4
6954937	295	374	chr4
6955261	12995	16783	chr4
6959994	12997	16786	chr4
6961828	297	377	chr4
6961838	297	377	chr4
6961855	13000	16789	chr4
6966749	304	390	chr4
6968561	306	393	chr4
6968954	306	393	chr4
6970300	306	393	chr4
6970379	306	393	chr4
6970495	13006	16798	chr4
6971144	13010	16802	chr4
6971681	13012	16805	chr4
6971842	309	397	chr4
6971904	13014	16807	chr4
6973837	13018	16812	chr4
6973840	13018	16812	chr4
6975173	312	400	chr4
6975177	314	403	chr4
6975424	314	403	chr4
6976669	13021	16816	chr4
6984142	316	409	chr4
6986331	317	412	chr4
6986736	13031	16830	chr4
6987440	13034	16833	chr4
6989150	325	422	chr4
6989151	13039	16838	chr4
6990548	13042	16845	chr4
6990669	13043	16846	chr4
6993461	4709	6204	chr4
7002558	13056	16865	chr4
7005911	337	441	chr4
7011589	344	451	chr4
7019031	352	459	chr4
7039585	365	473	chr4
7040187	370	478	chr4
7054768	13081	16898	chr4
7058141	13085	16902	chr4
7058487	13085	16902	chr4
7059022	13085	16902	chr4
7061296	377	493	chr4
7061771	13095	16912	chr4
7062525	13098	16915	chr4
7064129	379	496	chr4
7064374	381	498	chr4
7065503	382	499	chr4
7065581	382	499	chr4
7065582	382	499	chr4
7067007	386	503	chr4
7073730	389	507	chr4
7079864	394	516	chr4
7080515	13121	16942	chr4
7080888	13123	16944	chr4
7082557	13123	16944	chr4
7082849	402	525	chr4
7084960	404	527	chr4
7107278	13136	16960	chr4
7111746	13144	16968	chr4
7113248	423	551	chr4
7113569	423	551	chr4
7117781	423	551	chr4
7120188	423	551	chr4
7121719	423	551	chr4
7124229	423	551	chr4
7129902	442	578	chr4
7131671	13158	16983	chr4
7143643	449	589	chr4
7150587	459	601	chr4
7152696	13175	17011	chr4
7153872	468	610	chr4
7154544	468	610	chr4
7155050	473	615	chr4
7156348	474	617	chr4
7157082	13181	17019	chr4
7157869	13182	17020	chr4
7161300	13188	17026	chr4
7161306	13188	17026	chr4
7163372	477	622	chr4
7167939	13197	17037	chr4
7167950	13197	17037	chr4
7169646	490	638	chr4
7173349	13206	17051	chr4
7211946	13214	17060	chr4
7267185	547	706	chr4
7283008	13250	17105	chr4
7283653	13251	17107	chr4
7285844	13251	17107	chr4
7285861	13251	17107	chr4
7285941	13251	17107	chr4
7291383	13262	17119	chr4
7292572	572	739	chr4
7292790	576	743	chr4
7293310	578	746	chr4
7293419	13266	17124	chr4
7295066	579	747	chr4
7295190	13270	17130	chr4
7295364	13270	17130	chr4
7296566	13273	17133	chr4
7298406	580	748	chr4
7298810	13275	17136	chr4
7299332	13276	17137	chr4
7300018	585	754	chr4
7304521	591	762	chr4
7305311	13286	17150	chr4
7306711	13288	17153	chr4
7308099	13291	17157	chr4
7309905	600	775	chr4
7311044	600	775	chr4
7312245	13296	17166	chr4
7313317	604	779	chr4
7313318	604	779	chr4
7316892	604	779	chr4
7317314	13301	17172	chr4
7318354	13303	17175	chr4
7320875	13303	17175	chr4
7322235	616	791	chr4
7324097	13316	17188	chr4
7324563	13316	17188	chr4
7324651	13320	17192	chr4
7326274	621	798	chr4
7331317	627	804	chr4
7349234	643	822	chr4
7351262	645	825	chr4
7365986	657	839	chr4
7368639	659	843	chr4
7368646	659	843	chr4
7374681	663	849	chr4
7374690	663	849	chr4
7375058	13335	17213	chr4
7379382	668	854	chr4
7379600	13340	17220	chr4
7383126	670	857	chr4
7383892	677	864	chr4
7384913	13347	17231	chr4
7386088	682	870	chr4
7387444	686	874	chr4
7388162	13354	17239	chr4
7389579	13360	17245	chr4
7389649	13362	17247	chr4
7392549	688	876	chr4
7393056	13368	17255	chr4
7393058	13368	17255	chr4
7393059	13368	17255	chr4
7393814	690	882	chr4
7394608	13371	17258	chr4
7431818	13385	17274	chr4
7433770	704	898	chr4
7433901	13390	17279	chr4
7439953	709	905	chr4
7439981	709	905	chr4
7440904	711	907	chr4
7442010	13400	17290	chr4
7447048	715	912	chr4
7454034	728	931	chr4
7454388	13427	17324	chr4
7455678	13404	17296	chr4
7459966	13429	17328	chr4
7464643	732	937	chr4
7466849	13443	17347	chr4
7467346	13447	17351	chr4
7469309	738	946	chr4
7471924	13453	17359	chr4
7472875	13457	17364	chr4
7477262	742	953	chr4
7477744	744	955	chr4
7478063	13467	17378	chr4
7478439	13472	17384	chr4
7479952	746	958	chr4
7480204	746	958	chr4
7483164	752	964	chr4
7483177	13481	17395	chr4
7484491	754	967	chr4
7528354	13489	17403	chr4
7557477	785	1004	chr4
7570082	795	1014	chr4
7588838	810	1035	chr4
7588970	13511	17433	chr4
7590394	815	1040	chr4
7590944	819	1046	chr4
7592223	822	1049	chr4
7593018	827	1054	chr4
7594681	829	1057	chr4
7595840	831	1060	chr4
7596884	834	1063	chr4
7597857	13520	17445	chr4
7602901	837	1070	chr4
7608342	843	1077	chr4
7609779	845	1079	chr4
7609915	845	1079	chr4
7610990	847	1081	chr4
7611984	848	1082	chr4
7612693	13531	17463	chr4
7612993	849	1083	chr4
7613342	13532	17464	chr4
7613887	13534	17467	chr4
7614925	13536	17470	chr4
7615348	13537	17471	chr4
7615643	13539	17473	chr4
7615809	13540	17474	chr4
7616732	13541	17475	chr4
7616990	13543	17477	chr4
7617361	13544	17479	chr4
7617688	13545	17480	chr4
7618102	13545	17480	chr4
7618104	13545	17480	chr4
7618568	13548	17483	chr4
7619305	4486	5904	chr4
7619670	13549	17484	chr4
7620267	13551	17486	chr4
7620432	13553	17488	chr4
7620602	13553	17488	chr4
7621778	854	1089	chr4
7621782	854	1089	chr4
7622406	13560	17496	chr4
7623318	13562	17498	chr4
7625256	13563	17499	chr4
7626773	13563	17499	chr4
7631226	860	1097	chr4
7631423	860	1097	chr4
7631438	860	1097	chr4
7633701	13567	17504	chr4
7633774	13567	17504	chr4
7639071	864	1101	chr4
7644080	867	1104	chr4
7645971	871	1109	chr4
7647425	13574	17517	chr4
7647745	13575	17519	chr4
7648200	13577	17521	chr4
7649588	878	1117	chr4
7649589	878	1117	chr4
7650788	13579	17524	chr4
7651748	13580	17525	chr4
7653265	884	1124	chr4
7654964	13582	17529	chr4
7657034	13585	17533	chr4
7657834	13587	17536	chr4
7659532	13587	17536	chr4
7661924	889	1135	chr4
7663308	13589	17538	chr4
7669122	894	1141	chr4
7670283	896	1143	chr4
7670709	897	1145	chr4
7670712	897	1145	chr4
7671224	13593	17546	chr4
7672962	900	1148	chr4
7673347	904	1152	chr4
7673847	905	1153	chr4
7674012	908	1156	chr4
7674172	909	1157	chr4
7674684	13596	17550	chr4
7675422	911	1159	chr4
7676076	915	1163	chr4
7676077	13600	17554	chr4
7676454	13600	17554	chr4
7676997	13600	17554	chr4
7678010	918	1166	chr4
7678288	13602	17557	chr4
7684697	928	1179	chr4
7685509	13610	17568	chr4
7689055	13614	17573	chr4
7692131	939	1191	chr4
7692564	13616	17577	chr4
7694513	13618	17579	chr4
7699453	13625	17586	chr4
7701701	13628	17590	chr4
7703331	946	1200	chr4
7708019	954	1211	chr4
7714670	957	1215	chr4
7715790	13639	17605	chr4
7715912	13639	17605	chr4
7716603	13643	17609	chr4
7717294	13644	17610	chr4
7724247	13647	17613	chr4
7725988	969	1233	chr4
7728656	971	1235	chr4
7737677	979	1246	chr4
7738239	982	1249	chr4
7738243	13655	17625	chr4
7741926	992	1261	chr4
7742944	13658	17629	chr4
7744045	997	1267	chr4
7744066	997	1267	chr4
7744288	13660	17631	chr4
7745036	999	1269	chr4
7745085	999	1269	chr4
7746786	1000	1270	chr4
7747285	1001	1271	chr4
7747286	1001	1271	chr4
7747289	1001	1271	chr4
7748496	1003	1273	chr4
7748497	13666	17638	chr4
7749296	13668	17640	chr4
7749298	13668	17640	chr4
7749300	13668	17640	chr4
7758919	1012	1289	chr4
7759766	13682	17655	chr4
7763601	1014	1291	chr4
7768688	13690	17666	chr4
7771724	13690	17666	chr4
7773240	13690	17666	chr4
7775014	1023	1300	chr4
7777539	1023	1300	chr4
7778468	1023	1300	chr4
7779880	13703	17681	chr4
7782430	1025	1307	chr4
7783287	13707	17688	chr4
7784007	13707	17688	chr4
7786142	1035	1320	chr4
7787166	1036	1321	chr4
7787850	1039	1324	chr4
7788163	13711	17694	chr4
7790022	13715	17700	chr4
7790440	13716	17701	chr4
7791933	13718	17703	chr4
7792151	13719	17705	chr4
7792267	13719	17705	chr4
7793694	13713	17696	chr4
7794013	13721	17707	chr4
7795526	1045	1334	chr4
7796250	1045	1334	chr4
7796785	1047	1337	chr4
7797724	13723	17709	chr4
7798508	13725	17711	chr4
7799175	1049	1339	chr4
7799861	13727	17713	chr4
7802171	1054	1345	chr4
7805065	13731	17717	chr4
7807017	1060	1353	chr4
7812307	1064	1357	chr4
7812309	1064	1357	chr4
7812320	1064	1357	chr4
7812886	13737	17725	chr4
7815212	13739	17728	chr4
7816287	13739	17728	chr4
7836981	13749	17741	chr4
7856013	13756	17751	chr4
7856015	13756	17751	chr4
7856470	13756	17751	chr4
7857366	1081	1380	chr4
7858456	13758	17753	chr4
7861517	13762	17758	chr4
7863899	13762	17758	chr4
7864454	13762	17758	chr4
7864852	13762	17758	chr4
7869429	1086	1392	chr4
7872338	13766	17765	chr4
7895369	1094	1401	chr4
7896551	13775	17774	chr4
7900524	1097	1405	chr4
7903893	13781	17782	chr4
7904825	1105	1414	chr4
7905380	1107	1417	chr4
7906130	1108	1418	chr4
7907465	1111	1424	chr4
7908288	1112	1425	chr4
7908292	1112	1425	chr4
7909047	13782	17783	chr4
7909574	1114	1427	chr4
7909577	1114	1427	chr4
7909578	13783	17785	chr4
7912105	13784	17786	chr4
7913441	1116	1434	chr4
7915842	1117	1435	chr4
7919118	1118	1436	chr4
7927412	1121	1439	chr4
7931843	13793	17797	chr4
7932075	13793	17797	chr4
7937180	1128	1448	chr4
7937389	1128	1448	chr4
7937390	1128	1448	chr4
7937392	1128	1448	chr4
7938950	13798	17803	chr4
7941547	1131	1451	chr4
7942209	1135	1455	chr4
7942213	1135	1455	chr4
7942217	1135	1455	chr4
7942219	1135	1455	chr4
7942626	1135	1455	chr4
7944134	1136	1457	chr4
7944707	1139	1460	chr4
7944936	1142	1464	chr4
7945921	1144	1468	chr4
7951135	1153	1478	chr4
7958886	1158	1483	chr4
7965396	13807	17819	chr4
7965404	13807	17819	chr4
7968678	1165	1490	chr4
7969463	13810	17822	chr4
7971024	1171	1499	chr4
7971045	13813	17825	chr4
7972891	13816	17830	chr4
7977093	13818	17833	chr4
7977100	1176	1504	chr4
7977102	13818	17833	chr4
7977104	1176	1504	chr4
7984300	1183	1512	chr4
7991140	1189	1518	chr4
7992183	13826	17844	chr4
7992870	13826	17844	chr4
7993253	13828	17846	chr4
7993834	13830	17848	chr4
7995605	1192	1521	chr4
7995627	1192	1521	chr4
8000143	13838	17857	chr4
8001568	1200	1533	chr4
8006961	1204	1537	chr4
8006963	1204	1537	chr4
8008275	13843	17865	chr4
8010972	1213	1546	chr4
8011959	1216	1550	chr4
8012092	13849	17875	chr4
8012217	13851	17877	chr4
8012419	13852	17878	chr4
8013066	13853	17879	chr4
8015923	1218	1553	chr4
8015924	1218	1553	chr4
8018698	13858	17886	chr4
